iso3,Year,avg_temp,average_rain_fall_mm_per_year
BWA,2004,22.26,422.6
BWA,2005,22.67,380.1
BWA,2006,21.75,428.4
BWA,2007,22.01,367.1
BWA,2008,22.14,407.5
BWA,2009,22.25,406.9
BWA,2010,22.32,465.2
BWA,2011,21.76,468.4
BWA,2012,21.99,372.1
BWA,2013,21.92,395.4
BWA,2014,22.03,382.9
BWA,2015,22.58,356.6
BWA,2016,22.63,388.5
BWA,2017,22.12,446.2
BWA,2018,22.24,389.3
BWA,2019,22.87,385.1
BWA,2020,22.01,406.9
BWA,2021,21.73,405.1
BWA,2022,21.97,426.9
BWA,2023,22.16,396.4
CAF,1990,25.39,1291.9
CAF,1991,25.13,1377.6
CAF,1992,24.9,1331.5
CAF,1993,24.91,1349.9
CAF,1994,24.9,1362.3
CAF,1995,25.15,1383.7
CAF,1996,25.03,1396.2
CAF,1997,25.49,1429.8
CAF,1998,25.73,1419.6
CAF,1999,25.01,1395.3
CAF,2000,25.27,1318.3
CAF,2001,25.25,1382.0
CAF,2002,25.37,1318.1
CAF,2003,25.51,1367.1
CAF,2004,25.72,1312.8
CAF,2005,25.78,1359.6
CAF,2006,25.59,1374.7
CAF,2007,25.58,1379.0
CAF,2008,25.49,1334.7
CAF,2009,25.89,1372.4
CAF,2010,25.93,1397.3
CAF,2011,25.42,1372.0
CAF,2012,25.42,1420.7
CAF,2013,25.5,1426.5
CAF,2014,25.44,1375.0
CAF,2015,25.55,1388.5
CAF,2016,25.75,1422.4
CAF,2017,25.5,1404.6
CAF,2018,25.44,1343.2
CAF,2019,25.67,1363.9
CAF,2020,25.66,1373.2
CAF,2021,25.75,1460.0
CAF,2022,25.56,1404.8
CAF,2023,25.39,1413.6
CAN,1990,-4.93,561.4
CAN,1991,-4.42,557.4
CAN,1992,-4.89,543.7
CAN,1993,-4.59,549.2
CAN,1994,-4.42,550.3
CAN,1995,-4.44,547.9
CAN,1996,-5.37,563.1
CAN,1997,-4.32,555.9
CAN,1998,-2.83,544.1
CAN,1999,-3.33,572.4
CAN,2000,-4.25,540.2
CAN,2001,-3.44,531.6
CAN,2002,-4.47,529.8
CAN,2003,-4.04,539.7
CAN,2004,-4.87,543.2
CAN,2005,-3.45,572.2
CAN,2006,-2.85,550.2
CAN,2007,-4.23,568.4
CAN,2008,-4.57,567.9
CAN,2009,-4.45,547.5
CAN,2010,-2.64,558.1
CAN,2011,-3.93,554.4
CAN,2012,-3.58,543.4
CAN,2013,-4.38,539.1
CAN,2014,-4.46,557.7
CAN,2015,-3.88,533.3
CAN,2016,-3.3,551.4
CAN,2017,-3.81,550.7
CAN,2018,-4.61,534.0
CAN,2019,-4.34,539.3
CAN,2020,-4.17,537.3
CAN,2021,-3.62,535.3
CAN,2022,-4.18,538.4
CAN,2023,-2.89,524.6
CHE,1990,6.49,1282.1
CHE,1991,5.6,1056.9
CHE,1992,6.38,1281.0
CHE,1993,5.85,1267.7
CHE,1994,7.1,1279.8
CHE,1995,6.02,1382.2
CHE,1996,5.05,1218.8
CHE,1997,6.37,1145.4
CHE,1998,6.18,1181.7
CHE,1999,6.33,1528.2
CHE,2000,6.93,1276.2
CHE,2001,6.2,1399.0
CHE,2002,6.82,1482.3
CHE,2003,6.65,932.0
CHE,2004,6.1,1160.2
CHE,2005,5.92,1075.8
CHE,2006,6.62,1282.8
CHE,2007,6.67,1342.0
CHE,2008,6.34,1285.2
CHE,2009,6.52,1168.6
CHE,2010,5.43,1194.0
CHE,2011,7.14,1058.1
CHE,2012,6.52,1332.4
CHE,2013,5.99,1310.6
CHE,2014,7.41,1226.2
CHE,2015,7.3,1009.7
CHE,2016,6.67,1283.5
CHE,2017,6.79,1191.0
CHE,2018,7.64,1040.1
CHE,2019,7.29,1204.6
CHE,2020,7.64,1092.2
CHE,2021,6.32,1271.8
CHE,2022,8.03,1029.6
CHE,2023,7.97,1280.0
CHL,1990,9.27,950.3
CHL,1991,9.14,1009.5
CHL,1992,9.05,1084.8
CHL,1993,9.39,975.3
CHL,1994,9.61,986.4
CHL,1995,9.21,918.3
CHL,1996,9.27,843.6
CHL,1997,9.54,1129.7
CHL,1998,9.69,751.9
CHL,1999,9.18,846.4
CHL,2000,8.76,1040.1
CHL,2001,9.11,968.3
CHL,2002,8.97,1250.0
CHL,2003,9.46,942.8
CHL,2004,9.64,946.1
CHL,2005,9.13,1065.1
CHL,2006,9.59,1128.4
CHL,2007,8.76,758.1
CHL,2008,9.57,987.8
CHL,2009,9.48,962.2
CHL,2010,9.07,842.3
CHL,2011,9.35,900.1
CHL,2012,9.61,924.2
CHL,2013,9.61,821.0
CHL,2014,9.47,915.2
CHL,2015,9.71,898.4
CHL,2016,9.62,744.6
CHL,2017,9.76,983.0
CHL,2018,9.45,833.7
CHL,2019,9.49,786.7
CHL,2020,9.86,833.0
CHL,2021,9.77,675.2
CHL,2022,9.39,843.0
CHL,2023,10.04,977.7
CHN,1990,7.49,641.0
CHN,1991,7.08,587.5
CHN,1992,6.83,580.5
CHN,1993,6.86,635.4
CHN,1994,7.47,622.2
CHN,1995,7.25,597.3
CHN,1996,6.89,607.4
CHN,1997,7.31,595.6
CHN,1998,7.97,666.5
CHN,1999,7.77,596.0
CHN,2000,7.25,601.4
CHN,2001,7.61,579.4
CHN,2002,7.83,635.3
CHN,2003,7.54,598.5
CHN,2004,7.77,568.1
CHN,2005,7.5,597.9
CHN,2006,7.99,574.4
CHN,2007,8.18,575.4
CHN,2008,7.63,612.8
CHN,2009,7.81,559.1
CHN,2010,7.59,640.0
CHN,2011,7.37,532.1
CHN,2012,7.09,645.1
CHN,2013,7.76,614.6
CHN,2014,7.72,612.9
CHN,2015,8.0,630.1
CHN,2016,7.95,665.8
CHN,2017,8.13,622.0
CHN,2018,7.79,634.1
CHN,2019,8.04,613.7
CHN,2020,7.96,642.3
CHN,2021,8.24,645.1
CHN,2022,8.13,599.9
CHN,2023,8.4,606.9
CIV,1990,26.58,1155.2
CIV,1991,26.48,1219.3
CIV,1992,26.28,1131.2
CIV,1993,26.47,1198.3
CIV,1994,26.34,1268.8
CIV,1995,26.64,1351.3
CIV,1996,26.69,1346.7
CIV,1997,26.66,1153.3
CIV,1998,27.17,1173.5
CIV,1999,26.55,1377.6
CIV,2000,26.61,1262.2
CIV,2001,26.67,1394.3
CIV,2002,26.86,1303.9
CIV,2003,26.87,1409.0
CIV,2004,26.88,1305.4
CIV,2005,27.03,1275.2
CIV,2006,26.79,1372.0
CIV,2007,26.88,1262.6
CIV,2008,26.55,1344.5
CIV,2009,26.87,1355.3
CIV,2010,27.17,1574.9
CIV,2011,26.87,1336.5
CIV,2012,26.6,1229.0
CIV,2013,26.81,1168.7
CIV,2014,26.88,1441.9
CIV,2015,27.02,1113.0
CIV,2016,27.31,1231.8
CIV,2017,27.16,1137.6
CIV,2018,27.04,1453.5
CIV,2019,26.82,1424.7
CIV,2020,27.19,1324.4
CIV,2021,27.41,1357.4
CIV,2022,26.85,1396.9
CIV,2023,27.3,1284.5
CMR,1990,24.71,1694.8
CMR,1991,24.51,1606.4
CMR,1992,24.28,1571.0
CMR,1993,24.35,1657.3
CMR,1994,24.39,1607.7
CMR,1995,24.62,1606.0
CMR,1996,24.46,1673.1
CMR,1997,24.57,1691.7
CMR,1998,25.11,1606.2
CMR,1999,24.55,1700.9
CMR,2000,24.59,1643.9
CMR,2001,24.62,1665.0
CMR,2002,24.77,1696.6
CMR,2003,24.78,1670.4
CMR,2004,24.87,1583.9
CMR,2005,24.89,1556.2
CMR,2006,24.78,1655.0
CMR,2007,24.81,1737.1
CMR,2008,24.63,1622.2
CMR,2009,24.91,1579.8
CMR,2010,25.06,1626.6
CMR,2011,24.75,1540.2
CMR,2012,24.72,1673.2
CMR,2013,24.8,1587.1
CMR,2014,24.84,1566.2
CMR,2015,24.91,1466.3
CMR,2016,25.14,1719.1
CMR,2017,24.9,1650.6
CMR,2018,24.92,1571.3
CMR,2019,24.91,1692.2
CMR,2020,25.18,1633.8
CMR,2021,25.16,1683.7
CMR,2022,24.96,1655.8
CMR,2023,24.99,1752.6
COD,1990,24.34,1538.3
COD,1991,24.13,1492.2
COD,1992,24.09,1443.5
COD,1993,24.02,1461.9
COD,1994,24.08,1448.1
COD,1995,24.33,1460.3
COD,1996,24.08,1437.7
COD,1997,24.23,1548.2
COD,1998,24.54,1476.1
COD,1999,24.02,1519.8
COD,2000,24.25,1474.9
COD,2001,24.35,1458.1
COD,2002,24.48,1596.4
COD,2003,24.48,1462.2
COD,2004,24.48,1421.1
COD,2005,24.67,1453.4
COD,2006,24.4,1570.3
COD,2007,24.42,1507.9
COD,2008,24.31,1495.3
COD,2009,24.52,1526.7
COD,2010,24.68,1490.0
COD,2011,24.24,1528.7
COD,2012,24.19,1508.7
COD,2013,24.28,1537.3
COD,2014,24.24,1514.8
COD,2015,24.33,1524.2
COD,2016,24.53,1543.1
COD,2017,24.4,1551.6
COD,2018,24.31,1548.4
COD,2019,24.36,1555.8
COD,2020,24.47,1559.6
COD,2021,24.47,1539.7
COD,2022,24.38,1565.3
COD,2023,24.33,1538.7
COG,1990,24.68,1713.7
COG,1991,24.51,1564.3
COG,1992,24.23,1503.5
COG,1993,24.3,1546.7
COG,1994,24.32,1696.8
COG,1995,24.6,1618.8
COG,1996,24.31,1479.9
COG,1997,24.46,1663.6
COG,1998,25.17,1618.1
COG,1999,24.46,1848.7
COG,2000,24.5,1637.7
COG,2001,24.66,1523.8
COG,2002,24.8,1741.4
COG,2003,24.75,1578.4
COG,2004,24.81,1514.3
COG,2005,24.87,1504.7
COG,2006,24.84,1634.9
COG,2007,24.78,1667.5
COG,2008,24.64,1782.2
COG,2009,24.82,1705.6
COG,2010,25.05,1677.9
COG,2011,24.61,1647.6
COG,2012,24.71,1623.5
COG,2013,24.79,1600.5
COG,2014,24.78,1510.9
COG,2015,24.89,1508.8
COG,2016,25.23,1731.2
COG,2017,24.9,1737.4
COG,2018,25.05,1631.7
COG,2019,25.0,1807.3
COG,2020,25.39,1748.7
COG,2021,25.28,1624.4
COG,2022,25.08,1672.2
COG,2023,24.77,1689.5
COK,1990,24.87,1821.2
COK,1991,24.81,1939.0
COK,1992,24.77,1666.7
COK,1993,24.58,1907.6
COK,1994,24.53,2082.8
COK,1995,24.77,2118.3
COK,1996,24.96,1932.1
COK,1997,24.39,1561.6
COK,1998,24.62,1471.5
COK,1999,25.09,2130.1
COK,2000,24.92,2062.9
COK,2001,24.79,1911.1
COK,2002,24.76,1794.1
COK,2003,24.8,2080.9
COK,2004,24.9,1838.7
COK,2005,24.63,2080.0
COK,2006,24.66,2060.4
COK,2007,24.64,2060.4
COK,2008,24.62,2060.4
COK,2009,24.66,2060.4
COK,2010,24.69,2060.4
COK,2011,24.67,2060.4
COK,2012,24.6,2060.4
COK,2013,24.6,2060.4
COK,2014,24.61,2060.4
COK,2015,24.61,2060.4
COK,2016,24.66,2060.4
COK,2017,24.66,2060.4
COK,2018,24.62,2060.4
COK,2019,24.63,2060.4
COK,2020,24.68,2060.4
COK,2021,24.69,2060.4
COK,2022,24.63,2060.4
COK,2023,24.66,2060.4
COL,1990,24.96,2431.8
COL,1991,24.82,2259.4
COL,1992,24.99,2129.0
COL,1993,24.83,2374.0
COL,1994,24.85,2490.3
COL,1995,25.03,2625.2
COL,1996,24.66,2686.9
COL,1997,25.08,2250.0
COL,1998,25.38,2682.6
COL,1999,24.52,2900.2
COL,2000,24.54,2726.2
COL,2001,24.94,2396.5
COL,2002,25.09,2718.5
COL,2003,25.16,2640.4
COL,2004,24.95,2647.7
COL,2005,25.05,2701.8
COL,2006,24.92,2730.5
COL,2007,24.85,2798.7
COL,2008,24.58,2997.4
COL,2009,25.1,2423.3
COL,2010,25.23,2908.7
COL,2011,24.9,3073.5
COL,2012,25.11,2421.2
COL,2013,25.31,2455.4
COL,2014,25.45,2375.9
COL,2015,25.73,2091.7
COL,2016,25.66,2400.8
COL,2017,25.12,2644.1
COL,2018,25.02,2508.4
COL,2019,25.43,2422.2
COL,2020,25.34,2517.3
COL,2021,24.94,2709.0
COL,2022,24.7,2873.5
COL,2023,25.32,2471.7
COM,1990,23.5,2239.2
COM,1991,23.33,2384.8
COM,1992,23.46,2308.2
COM,1993,23.35,2109.3
COM,1994,23.61,2063.1
COM,1995,23.54,1908.8
COM,1996,23.33,2341.8
COM,1997,23.64,1863.4
COM,1998,23.95,1880.6
COM,1999,23.5,2154.9
COM,2000,23.49,2164.4
COM,2001,23.57,2076.8
COM,2002,23.57,2198.2
COM,2003,23.63,1931.0
COM,2004,23.47,1960.6
COM,2005,23.79,2027.7
COM,2006,23.61,2343.3
COM,2007,23.89,1841.2
COM,2008,23.54,2111.1
COM,2009,23.9,1873.8
COM,2010,23.89,2134.3
COM,2011,23.81,2519.9
COM,2012,23.74,2288.9
COM,2013,23.87,1773.1
COM,2014,23.81,1947.0
COM,2015,24.03,2182.9
COM,2016,23.84,2255.6
COM,2017,24.05,2093.6
COM,2018,23.88,2286.8
COM,2019,24.17,1948.3
COM,2020,24.15,1980.7
COM,2021,23.94,1893.7
COM,2022,23.8,2388.4
COM,2023,24.38,1773.2
CPV,1990,22.44,188.2
CPV,1991,22.23,79.7
CPV,1992,22.23,169.5
CPV,1993,22.25,149.4
CPV,1994,22.09,130.4
CPV,1995,22.36,252.4
CPV,1996,22.5,99.9
CPV,1997,22.64,132.1
CPV,1998,22.81,65.7
CPV,1999,22.23,223.2
CPV,2000,22.36,262.7
CPV,2001,22.65,205.1
CPV,2002,22.58,205.1
CPV,2003,22.53,200.2
CPV,2004,22.58,202.1
CPV,2005,22.76,219.4
CPV,2006,22.54,205.1
CPV,2007,22.53,205.1
CPV,2008,22.67,205.1
CPV,2009,22.43,205.1
CPV,2010,22.92,205.1
CPV,2011,22.51,156.7
CPV,2012,22.59,173.5
CPV,2013,22.66,189.7
CPV,2014,22.52,199.9
CPV,2015,22.62,199.4
CPV,2016,22.72,240.0
CPV,2017,22.8,201.5
CPV,2018,22.29,205.1
CPV,2019,22.42,233.0
CPV,2020,22.95,205.1
CPV,2021,22.78,205.1
CPV,2022,22.68,205.1
CPV,2023,23.08,205.1
CRI,1990,24.87,3025.8
CRI,1991,24.95,2812.8
CRI,1992,24.94,2681.8
CRI,1993,24.88,3056.7
CRI,1994,24.89,2509.7
CRI,1995,24.87,3288.4
CRI,1996,24.36,3411.1
CRI,1997,24.96,2934.3
CRI,1998,25.12,3148.5
CRI,1999,24.18,2974.6
CRI,2000,24.43,2641.5
CRI,2001,24.84,2690.4
CRI,2002,24.96,3069.1
CRI,2003,25.05,3288.2
CRI,2004,24.87,3158.3
CRI,2005,24.75,3036.6
CRI,2006,24.92,2913.3
CRI,2007,24.69,3113.8
CRI,2008,24.7,3598.7
CRI,2009,25.1,2722.4
CRI,2010,24.9,3534.8
CRI,2011,24.75,2999.4
CRI,2012,24.73,2183.7
CRI,2013,24.88,2403.2
CRI,2014,25.02,2834.4
CRI,2015,25.03,2711.8
CRI,2016,24.93,2617.2
CRI,2017,24.82,2787.5
CRI,2018,24.41,3317.5
CRI,2019,24.75,3246.1
CRI,2020,24.86,3240.8
CRI,2021,24.7,3105.0
CRI,2022,24.59,2803.2
CRI,2023,25.42,2449.0
CUB,1990,26.12,1279.8
CUB,1991,26.02,1350.1
CUB,1992,25.36,1185.4
CUB,1993,25.5,1278.5
CUB,1994,26.07,1246.3
CUB,1995,25.61,1599.0
CUB,1996,25.16,1449.2
CUB,1997,25.68,1253.1
CUB,1998,25.91,1300.4
CUB,1999,25.45,1335.1
CUB,2000,25.38,1251.3
CUB,2001,25.49,1420.5
CUB,2002,25.81,1439.4
CUB,2003,25.71,1413.0
CUB,2004,25.54,1191.1
CUB,2005,25.45,1620.2
CUB,2006,25.63,1292.3
CUB,2007,25.87,1562.0
CUB,2008,25.51,1409.5
CUB,2009,25.7,1209.3
CUB,2010,24.82,1542.9
CUB,2011,25.83,1413.9
CUB,2012,25.64,1492.3
CUB,2013,25.8,1423.3
CUB,2014,25.73,1348.3
CUB,2015,26.56,1182.4
CUB,2016,26.13,1287.3
CUB,2017,26.2,1518.9
CUB,2018,25.92,1314.0
CUB,2019,26.41,1297.5
CUB,2020,26.5,1561.4
CUB,2021,26.14,1246.4
CUB,2022,26.24,1286.9
CUB,2023,26.7,1409.4
CYP,1990,18.31,293.9
CYP,1991,18.02,637.5
CYP,1992,17.17,451.3
CYP,1993,18.06,354.2
CYP,1994,18.84,595.4
CYP,1995,18.35,329.9
CYP,1996,18.54,509.0
CYP,1997,17.81,465.9
CYP,1998,18.95,461.9
CYP,1999,19.04,270.4
CYP,2000,18.29,508.6
CYP,2001,19.11,505.1
CYP,2002,18.55,437.1
CYP,2003,18.59,566.8
CYP,2004,18.46,526.0
CYP,2005,18.46,389.6
CYP,2006,18.44,352.9
CYP,2007,18.91,458.0
CYP,2008,18.97,280.2
CYP,2009,18.87,614.9
CYP,2010,20.06,385.6
CYP,2011,18.31,532.5
CYP,2012,19.13,755.3
CYP,2013,19.11,334.7
CYP,2014,19.4,431.0
CYP,2015,18.77,510.7
CYP,2016,19.41,444.2
CYP,2017,18.99,355.0
CYP,2018,19.94,592.9
CYP,2019,19.45,667.3
CYP,2020,19.65,518.3
CYP,2021,19.75,432.0
CYP,2022,19.22,461.6
CYP,2023,19.89,437.7
CZE,1990,8.67,602.1
CZE,1991,7.59,588.6
CZE,1992,8.65,605.5
CZE,1993,7.84,669.3
CZE,1994,9.06,654.8
CZE,1995,8.07,734.0
CZE,1996,6.45,690.8
CZE,1997,7.83,679.2
CZE,1998,8.3,699.3
CZE,1999,8.61,662.2
CZE,2000,9.27,652.1
CZE,2001,8.12,722.9
CZE,2002,8.79,793.7
CZE,2003,8.45,498.9
CZE,2004,8.07,651.9
CZE,2005,8.01,697.6
CZE,2006,8.52,650.3
CZE,2007,9.25,765.3
CZE,2008,9.05,651.1
CZE,2009,8.68,748.8
CZE,2010,7.43,845.6
CZE,2011,8.91,599.5
CZE,2012,8.69,668.9
CZE,2013,8.32,720.8
CZE,2014,9.68,707.7
CZE,2015,9.54,568.5
CZE,2016,8.99,735.3
CZE,2017,8.96,717.1
CZE,2018,9.91,588.4
CZE,2019,9.8,628.2
CZE,2020,9.66,699.0
CZE,2021,8.52,705.5
CZE,2022,9.73,587.4
CZE,2023,10.04,776.3
DEU,1990,9.81,732.5
DEU,1991,8.72,606.6
DEU,1992,9.64,728.2
DEU,1993,8.76,799.7
DEU,1994,9.93,796.1
DEU,1995,9.13,773.3
DEU,1996,7.5,615.9
DEU,1997,9.12,669.1
DEU,1998,9.29,803.9
DEU,1999,9.74,752.2
DEU,2000,10.13,747.4
DEU,2001,9.19,811.7
DEU,2002,9.75,905.7
DEU,2003,9.52,554.2
DEU,2004,9.17,733.5
DEU,2005,9.22,711.0
DEU,2006,9.75,680.6
DEU,2007,10.11,890.6
DEU,2008,9.81,720.5
DEU,2009,9.54,743.5
DEU,2010,8.22,777.0
DEU,2011,10.01,678.2
DEU,2012,9.46,734.1
DEU,2013,9.09,745.7
DEU,2014,10.64,703.6
DEU,2015,10.31,663.6
DEU,2016,9.85,715.4
DEU,2017,9.9,827.2
DEU,2018,10.72,568.9
DEU,2019,10.56,679.9
DEU,2020,10.74,662.0
DEU,2021,9.48,772.3
DEU,2022,10.78,614.7
DEU,2023,10.88,869.5
DJI,1990,28.26,160.2
DJI,1991,28.17,177.7
DJI,1992,27.94,269.5
DJI,1993,27.89,251.3
DJI,1994,28.01,208.9
DJI,1995,28.28,244.3
DJI,1996,28.32,229.1
DJI,1997,28.28,200.8
DJI,1998,28.67,248.8
DJI,1999,27.94,296.6
DJI,2000,28.29,268.7
DJI,2001,28.37,240.4
DJI,2002,28.81,185.6
DJI,2003,28.54,194.3
DJI,2004,28.44,222.4
DJI,2005,28.51,190.2
DJI,2006,28.47,259.9
DJI,2007,28.31,194.8
DJI,2008,28.18,184.3
DJI,2009,29.0,187.7
DJI,2010,28.55,227.0
DJI,2011,28.45,217.3
DJI,2012,28.48,201.1
DJI,2013,28.85,284.0
DJI,2014,28.54,225.2
DJI,2015,29.03,181.6
DJI,2016,29.01,237.4
DJI,2017,28.7,240.5
DJI,2018,28.3,249.6
DJI,2019,28.45,218.9
DJI,2020,28.29,266.8
DJI,2021,28.36,175.6
DJI,2022,28.49,197.0
DJI,2023,28.6,237.3
DMA,1990,26.5,2088.4
DMA,1991,26.51,2156.5
DMA,1992,26.6,2445.2
DMA,1993,26.75,2088.9
DMA,1994,26.6,1959.9
DMA,1995,26.9,2133.7
DMA,1996,26.72,2335.9
DMA,1997,26.88,1817.1
DMA,1998,27.29,2489.5
DMA,1999,26.69,2036.0
DMA,2000,26.51,2007.0
DMA,2001,27.0,1951.9
DMA,2002,27.01,1915.6
DMA,2003,27.14,2129.0
DMA,2004,26.74,2722.7
DMA,2005,27.07,2611.7
DMA,2006,26.9,2137.8
DMA,2007,26.91,2038.5
DMA,2008,26.58,2368.8
DMA,2009,27.07,1874.4
DMA,2010,27.37,2556.9
DMA,2011,26.87,2612.0
DMA,2012,26.94,2213.2
DMA,2013,26.96,2024.5
DMA,2014,27.01,2020.8
DMA,2015,27.26,1665.7
DMA,2016,27.21,2368.7
DMA,2017,26.98,2347.1
DMA,2018,26.63,2105.7
DMA,2019,26.99,1806.0
DMA,2020,27.04,2040.4
DMA,2021,26.91,1745.9
DMA,2022,26.65,2072.1
DMA,2023,27.32,2156.5
DNK,1990,9.56,795.1
DNK,1991,8.38,653.2
DNK,1992,9.06,690.3
DNK,1993,7.83,745.8
DNK,1994,8.73,823.4
DNK,1995,8.35,647.5
DNK,1996,6.97,513.4
DNK,1997,8.51,601.1
DNK,1998,8.22,855.6
DNK,1999,8.96,840.0
DNK,2000,9.4,742.9
DNK,2001,8.31,736.1
DNK,2002,9.1,831.9
DNK,2003,8.67,613.8
DNK,2004,8.69,744.4
DNK,2005,8.83,636.0
DNK,2006,9.37,759.3
DNK,2007,9.47,839.1
DNK,2008,9.52,740.4
DNK,2009,8.89,702.7
DNK,2010,7.12,738.7
DNK,2011,9.17,785.7
DNK,2012,8.49,742.5
DNK,2013,8.64,657.4
DNK,2014,10.23,804.1
DNK,2015,9.4,845.7
DNK,2016,9.14,664.2
DNK,2017,9.03,935.0
DNK,2018,9.65,589.8
DNK,2019,9.65,840.9
DNK,2020,10.12,714.8
DNK,2021,8.94,719.5
DNK,2022,9.73,650.8
DNK,2023,9.59,964.0
DOM,1990,24.26,1519.0
DOM,1991,24.15,1377.7
DOM,1992,24.48,1458.9
DOM,1993,24.39,1489.8
DOM,1994,24.55,1371.5
DOM,1995,24.62,1598.2
DOM,1996,24.44,1414.4
DOM,1997,25.04,1373.0
DOM,1998,25.3,1835.7
DOM,1999,24.64,1316.6
DOM,2000,24.48,1521.6
DOM,2001,24.73,1569.3
DOM,2002,24.77,1465.9
DOM,2003,24.84,1660.9
DOM,2004,24.49,1483.1
DOM,2005,24.41,1627.2
DOM,2006,24.62,1525.8
DOM,2007,24.44,1641.8
DOM,2008,24.13,1510.0
DOM,2009,24.38,1525.3
DOM,2010,24.29,1553.1
DOM,2011,24.08,1569.5
DOM,2012,24.51,1732.5
DOM,2013,24.8,1320.8
DOM,2014,24.83,1379.5
DOM,2015,25.02,1466.5
DOM,2016,24.97,1786.8
DOM,2017,24.82,1593.2
DOM,2018,24.62,1275.2
DOM,2019,24.93,1285.6
DOM,2020,24.95,1348.1
DOM,2021,24.79,1417.9
DOM,2022,24.59,1539.8
DOM,2023,25.23,1703.4
DZA,1990,23.53,90.9
DZA,1991,22.85,87.4
DZA,1992,22.83,90.4
DZA,1993,23.07,66.7
DZA,1994,23.44,83.6
DZA,1995,23.54,83.2
DZA,1996,23.26,99.6
DZA,1997,23.66,94.1
DZA,1998,23.47,71.6
DZA,1999,23.61,95.3
DZA,2000,23.52,61.4
DZA,2001,23.74,66.8
DZA,2002,23.66,73.0
DZA,2003,23.77,107.1
DZA,2004,23.5,96.4
DZA,2005,23.52,74.9
DZA,2006,23.72,90.8
DZA,2007,23.57,92.0
DZA,2008,23.41,84.1
DZA,2009,23.8,94.7
DZA,2010,23.95,94.8
DZA,2011,23.71,97.9
DZA,2012,23.7,87.2
DZA,2013,23.46,91.4
DZA,2014,23.86,78.6
DZA,2015,23.75,78.6
DZA,2016,23.91,69.2
DZA,2017,23.81,77.5
DZA,2018,23.48,95.8
DZA,2019,23.61,79.8
DZA,2020,23.72,62.6
DZA,2021,23.86,63.4
DZA,2022,24.05,58.5
DZA,2023,23.96,61.1
ECU,1990,21.51,1688.8
ECU,1991,21.57,1643.2
ECU,1992,21.74,2513.4
ECU,1993,21.63,2066.4
ECU,1994,21.36,2069.8
ECU,1995,21.48,1815.5
ECU,1996,20.79,1750.8
ECU,1997,22.07,2641.2
ECU,1998,22.21,3064.3
ECU,1999,20.93,2376.6
ECU,2000,20.96,2110.9
ECU,2001,21.01,1788.2
ECU,2002,21.54,2206.1
ECU,2003,21.35,2133.8
ECU,2004,21.35,1794.7
ECU,2005,21.23,1478.4
ECU,2006,21.38,1794.8
ECU,2007,20.84,1893.7
ECU,2008,21.16,2397.7
ECU,2009,21.64,1734.6
ECU,2010,21.38,2524.0
ECU,2011,21.24,2175.3
ECU,2012,21.56,2338.8
ECU,2013,21.21,1988.2
ECU,2014,21.81,2012.0
ECU,2015,22.31,2629.1
ECU,2016,22.07,1981.6
ECU,2017,21.81,2587.2
ECU,2018,21.58,1756.7
ECU,2019,22.07,2394.0
ECU,2020,21.86,2089.5
ECU,2021,21.45,1998.8
ECU,2022,21.08,1955.7
ECU,2023,22.33,1979.5
EGY,1990,22.5,22.4
EGY,1991,22.5,33.8
EGY,1992,21.83,27.5
EGY,1993,22.62,22.7
EGY,1994,22.78,30.7
EGY,1995,22.57,15.3
EGY,1996,22.79,19.1
EGY,1997,22.37,23.8
EGY,1998,23.17,21.8
EGY,1999,23.15,12.2
EGY,2000,22.44,26.9
EGY,2001,23.18,15.8
EGY,2002,23.25,22.8
EGY,2003,23.07,19.4
EGY,2004,22.99,21.4
EGY,2005,22.94,21.2
EGY,2006,22.99,18.4
EGY,2007,23.16,17.2
EGY,2008,23.42,19.1
EGY,2009,23.3,10.9
EGY,2010,24.62,13.3
EGY,2011,22.81,16.8
EGY,2012,23.5,17.6
EGY,2013,23.38,22.0
EGY,2014,23.61,21.2
EGY,2015,23.42,20.8
EGY,2016,23.78,16.4
EGY,2017,23.23,11.7
EGY,2018,24.08,31.8
EGY,2019,23.38,22.5
EGY,2020,23.19,24.8
EGY,2021,23.84,21.2
EGY,2022,23.2,23.2
EGY,2023,23.95,21.7
ERI,1990,26.44,122.3
ERI,1991,26.12,238.2
ERI,1992,25.45,314.0
ERI,1993,26.19,250.2
ERI,1994,26.01,271.2
ERI,1995,25.7,254.7
ERI,1996,26.29,223.8
ERI,1997,26.32,236.7
ERI,1998,26.58,306.0
ERI,1999,26.67,249.2
ERI,2000,26.44,267.5
ERI,2001,26.62,286.9
ERI,2002,26.88,250.0
ERI,2003,26.61,316.1
ERI,2004,26.65,222.3
ERI,2005,26.91,305.4
ERI,2006,26.59,288.7
ERI,2007,26.44,306.4
ERI,2008,26.72,251.4
ERI,2009,27.26,217.8
ERI,2010,27.5,290.6
ERI,2011,26.79,220.0
ERI,2012,26.88,204.1
ERI,2013,27.12,283.4
ERI,2014,26.76,309.9
ERI,2015,27.23,255.1
ERI,2016,27.38,276.6
ERI,2017,27.09,241.6
ERI,2018,26.83,355.6
ERI,2019,26.64,315.2
ERI,2020,26.31,329.0
ERI,2021,26.77,332.8
ERI,2022,26.33,355.6
ERI,2023,26.88,274.7
ESP,1990,14.06,511.6
ESP,1991,13.44,550.9
ESP,1992,13.46,573.2
ESP,1993,13.03,593.8
